,relevant_sentences,sent_count_x,rel_match_all,sent_count_y,company_label,company_index,sent_index,label
877,"Through the end of 2021, AEP has reduced its carbon emissions 70% from 2000 levels.",15,"Through the end of 2021, AEP has reduced its carbon emissions 70% from 2000 levels.",15,AEP,0071,0495,rel
878,"Increasingly, we have seen renewables become more cost competitive, enabling AEP to invest in economical clean energy resources that also reduce our carbon footprint.",24,"Increasingly, we have seen renewables become more cost competitive, enabling AEP to invest in economical clean energy resources that also reduce our carbon footprint.",24,AEP,0071,0504,rel
879,"In total, from 2011 to 2021, AEP has retired or sold more than 13,700 MW of coal-fueled generation, and we have plans to retire another 5,300 MW between 2022 and 2028.",31,"In total, from 2011 to 2021, AEP has retired or sold more than 13,700 MW of coal-fueled generation, and we have plans to retire another 5,300 MW between 2022 and 2028.",31,AEP,0071,0508,rel
880,"That will leave five remaining coal plants on our system totaling 6,500 MW.",13,"That will leave five remaining coal plants on our system totaling 6,500 MW.",13,AEP,0071,0509,rel
881,2021 marked an important milestone in AEP’s clean energy transition when the company announced a plan to shift our generation portfolio from majority fossil fuel to majority renewables by the end of this decade.,34,2021 marked an important milestone in AEP’s clean energy transition when the company announced a plan to shift our generation portfolio from majority fossil fuel to majority renewables by the end of this decade.,34,AEP,0071,0513,rel
882,The strategy proposes adding approximately 16 gigawatts of new regulated renewable resources by 2030.,14,The strategy proposes adding approximately 16 gigawatts of new regulated renewable resources by 2030.,14,AEP,0071,0514,rel
883,"The increased stakeholder demand for clean energy combined with approximately 8 GW of planned retirements and expiring purchase power agreements (PPAs) between 2022-2030, is creating economic energy opportunities and driving renewable energy growth.",33,"The increased stakeholder demand for clean energy combined with approximately 8 GW of planned retirements and expiring purchase power agreements (PPAs) between 2022-2030, is creating economic energy opportunities and driving renewable energy growth.",33,AEP,0071,0525,rel
884,"By 2030, our resource plans indicate an opportunity to add approximately 16 GW of regulated renewable energy, which will represent approximately half of our generating capacity.",26,"By 2030, our resource plans indicate an opportunity to add approximately 16 GW of regulated renewable energy, which will represent approximately half of our generating capacity.",26,AEP,0071,0526,rel
885,"Together, the wind farms provide 1,484 MW of clean energy to customers of Public Service Company of Oklahoma and the Southwestern Electric Power Company, which",25,"Together, the wind farms provide 1,484 MW of clean energy to customers of Public Service Company of Oklahoma and the Southwestern Electric Power Company, which is estimated to save them approximately $3 billion in electricity costs over the next 30 years.",41,AEP,0071,0537,rel
886,"For example, Appalachian Power has petitioned regulators to add nearly 500 MW of solar and wind power to the company’s renewables portfolio by 2025.",24,"For example, Appalachian Power has petitioned regulators to add nearly 500 MW of solar and wind power to the company’s renewables portfolio by 2025.",24,AEP,0071,0545,rel
887,This is part of its long-range plan to meet the renewable energy targets established by Virginia’s Clean Economy Act.,19,This is part of its long-range plan to meet the renewable energy targets established by Virginia’s Clean Economy Act.,19,AEP,0071,0546,rel
888,"Passed in 2020 by the General Assembly, the law requires Appalachian Power to file an annual plan with the Virginia State Corporation Commission outlining how it will meet key mandates as it reaches 100 percent carbon-free status by 2050.",39,"Passed in 2020 by the General Assembly, the law requires Appalachian Power to file an annual plan with the Virginia State Corporation Commission outlining how it will meet key mandates as it reaches 100 percent carbon-free status by 2050.",39,AEP,0071,0547,rel
889,"In addition, Indiana Michigan Power (I&M) intends to significantly expand its clean energy generation as part of its Powering the Next Tomorrow plan, calling for the addition of 2,100 MW of wind and solar energy generation by 2028.",38,"In addition, Indiana Michigan Power (I&M) intends to significantly expand its clean energy generation as part of its Powering the Next Tomorrow plan, calling for the addition of 2,100 MW of wind and solar energy generation by 2028.",38,AEP,0071,0548,rel
890,"I&M expects up to 1,300 MWs of new renewable resources to be online as early as the end of 2024.",20,"I&M expects up to 1,300 MWs of new renewable resources to be online as early as the end of 2024.",20,AEP,0071,0550,rel
891,The scheduled retirement of I&M’s coal-fueled Rockport Plant by the end of 2028 supports AEP’s goal of net-zero emissions by 2050.,21,The scheduled retirement of I&M’s coal-fueled Rockport Plant by the end of 2028 supports AEP’s goal of net-zero emissions by 2050.,21,AEP,0071,0551,rel
892,"Together, the new resources would more than quadruple I&M’s current solar and wind generation.",14,"Together, the new resources would more than quadruple I&M’s current solar and wind generation.",14,AEP,0071,0552,rel
893,"This is in addition to I&M’s Cook Nuclear Plant, wind and solar resources, and power from six hydro-electric plants that generated more than 80% of carbon-emission-free energy in I&M.",29,"This is in addition to I&M’s Cook Nuclear Plant, wind and solar resources, and power from six hydro-electric plants that generated more than 80% of carbon-emission-free energy in I&M.",29,AEP,0071,0553,rel
894,"Technologies of interest include: Renewable Energy Energy Storage Small Modular Nuclear Reactors (SMRs) Carbon Capture with Utilization or Storage Hydrogen and Other Chemical Energy Carriers Other Technologies (as they are identified) In addition, AEP continues to operate the 636 MW Smith Mountain hydroelectric facility located near Roanoke, Virginia.",48,"In addition, AEP continues to operate the 636 MW Smith Mountain hydroelectric facility located near Roanoke, Virginia.",17,AEP,0071,0573,rel
895,"AEP’s Donald C. Cook Nuclear Plant in Bridgman, Michigan, can provide 2,296 MW of carbon- free electricity when operating at full power – enough to power 1.5 million homes.",29,"AEP’s Donald C. Cook Nuclear Plant in Bridgman, Michigan, can provide 2,296 MW of carbon- free electricity when operating at full power – enough to power 1.5 million homes.",29,AEP,0071,0579,rel
896,Our carbon goal is to be emissions-free completely by no later  2045. than  Our plan includes  meaningful  milestones  in five-  year increments   that would   to reach allow us  Real Zero  emissions by no later than 2045.,36,Our plan includes  meaningful milestones in five- year increments that would  allow us to reach Real Zero  emissions by no later than 2045.,23,NextEraEnergyZeroCarbonBlueprint,0072,0008,rel
897,"2005 Continued the transition away from foreign oil and added 2,214 MW of natural gas and 434 MW of wind.",20,"2005 Continued the transition away from foreign oil and added 2,214 MW of natural gas and 434 MW of wind.",20,NextEraEnergyZeroCarbonBlueprint,0072,0040,rel
898,2006 Acquired 615 MW of nuclear and added 824 MW of wind.,12,2006 Acquired 615 MW of nuclear and added 824 MW of wind.,12,NextEraEnergyZeroCarbonBlueprint,0072,0041,rel
899,"2007 Acquired 1,024 MW of nuclear, added 1,150 MW natural gas and 824 MW of wind.",16,"2007  Acquired 1,024 MW of nuclear, added 1,150 MW natural gas and 824 MW of wind.",16,NextEraEnergyZeroCarbonBlueprint,0072,0042,rel
900,"2008 Added 2,500 MW of natural gas, 1,061 MW of wind and 25 MW of solar.",16,"2008 Added 2,500 MW of natural gas, 1,061 MW of wind and 25 MW of solar.",16,NextEraEnergyZeroCarbonBlueprint,0072,0043,rel
901,"2009 Added 1,169 MW of wind.",6,"2009 Added 1,169 MW of wind.",6,NextEraEnergyZeroCarbonBlueprint,0072,0044,rel
902,2010 Added 91 MW of solar and 683 MW of wind.,11,2010 Added 91 MW of solar and 683 MW of wind.,11,NextEraEnergyZeroCarbonBlueprint,0072,0045,rel
903,"2011 Completed 176 MW nuclear additions, added 1,250 MW of natural gas, 378 MW of wind and 5 MW of solar.",21,"2011 Completed 176 MW nuclear additions, added 1,250 MW of natural gas, 378 MW of wind and 5 MW of solar.",21,NextEraEnergyZeroCarbonBlueprint,0072,0046,rel
904,"2012 Completed 514 MW nuclear additions, added 1,523 MW of wind and 40 MW of solar.",16,"2012 Completed 514 MW nuclear additions, added 1,523 MW of wind and 40 MW of solar.",16,NextEraEnergyZeroCarbonBlueprint,0072,0047,rel
905,"2013 Modernized 1,200 MW of natural gas, added 1,364 MW of wind and 20 MW of solar.",17,"2013 Modernized 1,200 MW of natural gas, added 1,364 MW of wind and 20 MW of solar.",17,NextEraEnergyZeroCarbonBlueprint,0072,0048,rel
906,"2014 Modernized 1,250 MW of natural gas, added 374 MW of wind and 623 MW of solar.",17,"2014 Modernized 1,250 MW of natural gas, added 374 MW of wind and 623 MW of solar.",17,NextEraEnergyZeroCarbonBlueprint,0072,0049,rel
907,2015 Added 522 MW of wind and 47 MW of solar.,11,2015  Added 522 MW of wind and 47 MW of solar.,11,NextEraEnergyZeroCarbonBlueprint,0072,0050,rel
908,"2016 Modernized 1,277 MW of natural gas, divested 3,828 MW of natural gas, added 621 MW of wind and 1,012 MW of solar.",23,"2016 Modernized 1,277 MW of natural gas, divested 3,828 MW of natural gas, added 621 MW of wind and 1,012 MW of solar.",23,NextEraEnergyZeroCarbonBlueprint,0072,0051,rel
909,"2017 Retired and demolished 250 MW of coal, repowered 1,597 MW of wind, added 354 MW of wind and 497 MW of solar.",23,"2017 Retired and demolished 250 MW of coal, repowered 1,597 MW of wind, added 354 MW of wind and 497 MW of solar.",23,NextEraEnergyZeroCarbonBlueprint,0072,0052,rel
910,"2018 Retired and demolished 636 MW of coal and 2,530 MW of natural gas and oil, repowered 928 MW of wind, added 1,405 MW of wind and 924 MW of solar, and completed a 26 MW nuclear addition.",38,"2018  Retired and demolished 636 MW of coal and 2,530 MW of natural gas and oil, repowered 928 MW of wind, added  1,405 MW of wind and 924 MW of solar, and completed a 26 MW nuclear addition.",38,NextEraEnergyZeroCarbonBlueprint,0072,0053,rel
911,"2019 Aquired Gulf Power, which added 1,750 MW of natural gas, repowered 1,091 MW of wind, and added 1,025 MW of wind and 830 MW of solar.",27,"2019 Aquired Gulf Power, which added 1,750 MW of natural gas, repowered 1,091 MW of wind, and added 1,025 MW of wind  and 830 MW of solar.",27,NextEraEnergyZeroCarbonBlueprint,0072,0054,rel
912,"2020 Retired 615 MW of nuclear and 330 MW of coal, converted 924 MW of coal to natural gas, completed a 23 MW nuclear uprate, repowered 1,432 MW of wind, added 1,993 MW of solar, 2,679 MW of wind and 26 MW of energy storage.",45,"2020  Retired 615 MW of nuclear and 330 MW of coal, converted 924 MW of coal to natural gas, completed a 23 MW nuclear  uprate, repowered 1,432 MW of wind, added 1,993 MW of solar, 2,679 MW of wind and 26 MW of energy storage.",45,NextEraEnergyZeroCarbonBlueprint,0072,0055,rel
913,"2021 Added 2,008 MW of wind, 1,547 MW of solar and 1,017 MW of battery storage and repowered 435 MW of wind.",22,"2021 Added 2,008 MW of wind, 1,547 MW of solar and 1,017 MW of battery storage and repowered 435 MW of wind.",22,NextEraEnergyZeroCarbonBlueprint,0072,0056,rel
