,matched_rel,original_rel,company_label,matched_rel_only
835,"('Ecolab will halve  carbon emissions by 2030, achieve net-zero carbon emissions by 2050 and  achieve 100% renewable electricity by 2030.', 98)","Ecolab will halve carbon emissions by 2030, achieve net-zero carbon emissions by 2050 and achieve 100% renewable electricity by 2030.",Ecolab,"Ecolab will halve  carbon emissions by 2030, achieve net-zero carbon emissions by 2050 and  achieve 100% renewable electricity by 2030."
836,"('In 2021, we made progress by reducing absolute Scope 1 and 2 carbon emissions  by 28% from a 2018 base year.', 99)","In 2021, we made progress by reducing absolute Scope 1 and 2 carbon emissions by 28% from a 2018 base year.",Ecolab,"In 2021, we made progress by reducing absolute Scope 1 and 2 carbon emissions  by 28% from a 2018 base year."
837,"('In 2021, 69% of our total electricity usage was  considered renewable.', 99)","In 2021, 69% of our total electricity usage was considered renewable.",Ecolab,"In 2021, 69% of our total electricity usage was  considered renewable."
838,"('In 2021, we  focused on continuous progress within our operations,  completing process improvement projects that reduced  total energy consumption by almost 5.4 billion BTUs  and GHG emissions by 324 MT CO2e.', 98)","In 2021, we focused on continuous progress within our operations, completing process improvement projects that reduced total energy consumption by almost 5.4 billion BTUs and GHG emissions by 324 MT CO2e.",Ecolab,"In 2021, we  focused on continuous progress within our operations,  completing process improvement projects that reduced  total energy consumption by almost 5.4 billion BTUs  and GHG emissions by 324 MT CO2e."
840,"('We currently partner with renewable  energy producer Clearway Energy Group on our  virtual power purchasing agreement (VPPA) to cover  100% of Ecolab’s annual electricity use in the United  States and Canada.', 98)",We currently partner with renewable energy producer Clearway Energy Group on our virtual power purchasing agreement (VPPA) to cover 100% of Ecolab’s annual electricity use in the United States and Canada.,Ecolab,We currently partner with renewable  energy producer Clearway Energy Group on our  virtual power purchasing agreement (VPPA) to cover  100% of Ecolab’s annual electricity use in the United  States and Canada.
841,"('And in 2022, we announced our partnership with asset  management firm Low Carbon on a VPPA to source  100% of the electricity needs for our European sites  from the Mörknässkogen wind farm on the west coast  of Finland.', 98)","And in 2022, we announced our partnership with asset management firm Low Carbon on a VPPA to source 100% of the electricity needs for our European sites from the Mörknässkogen wind farm on the west coast of Finland.",Ecolab,"And in 2022, we announced our partnership with asset  management firm Low Carbon on a VPPA to source  100% of the electricity needs for our European sites  from the Mörknässkogen wind farm on the west coast  of Finland."
842,"('We continue to innovate with an eye toward a low carbon future:  In 2021, we helped customers save 3.6 million metric tons of   GHG emissions, preventing 5.8 million pollution-related illnesses.', 98)","In 2021, we helped customers save 3.6 million metric tons of GHG emissions, preventing 5.8 million pollution-related illnesses.",Ecolab,"We continue to innovate with an eye toward a low carbon future:  In 2021, we helped customers save 3.6 million metric tons of   GHG emissions, preventing 5.8 million pollution-related illnesses."
843,"('This is accomplished through utilization of many of Ecolab’s innovative products and services that help  customers reduce energy use.', 99)",This is accomplished through utilization of many of Ecolab’s innovative products and services that help customers reduce energy use.,Ecolab,This is accomplished through utilization of many of Ecolab’s innovative products and services that help  customers reduce energy use.
844,"('The decline in emissions from 2020 to 2021 was due to a combination  of factors: the continued evolution of the energy grid toward greater use  of renewable energy, ongoing energy efficiency initiatives in our facilities  (including the installation of light-emitting diode [LED] lighting), and   a 5.6% improvement in the fuel efficiency of our fleet vehicles.', 99)","The decline in emissions from 2020 to 2021 was due to a combination of factors: the continued evolution of the energy grid toward greater use of renewable energy, ongoing energy efficiency initiatives in our facilities (including the installation of light-emitting diode [LED] lighting), and a 5.6% improvement in the fuel efficiency of our fleet vehicles.",SherwinWilliams,"The decline in emissions from 2020 to 2021 was due to a combination  of factors: the continued evolution of the energy grid toward greater use  of renewable energy, ongoing energy efficiency initiatives in our facilities  (including the installation of light-emitting diode [LED] lighting), and   a 5.6% improvement in the fuel efficiency of our fleet vehicles."
845,"('Appendix SHERWIN-WILLIAMS 2021 SUSTAINABILITY REPORT        Building on the Good          69 The Sherwin-Williams Company – 2021 Investor ESG Summary, continued TOPIC  METRIC  2019 2020 2021 Energy Total Direct Energy Consumption (Scope 1) (Million Gigajoules)  5.27  5.14  5.06 Total Indirect Energy Consumption (Scope 2) (Million Gigajoules)  2.60  2.64  2.67 Total Energy Consumption (Million Gigajoules)  7.87  7.78  7.73 Total Direct Energy Intensity (Scope 1) (Gigajoules/metric tons produced)  1.37  1.34  1.34 Total Indirect Energy Intensity (Scope 2) (Gigajoules/metric tons produced)  0.68  0,69  0.71 Total Energy Intensity (Gigajoules/metric tons produced)  2.05  2.03  2.04 Renewable Energy Renewable Energy (Million Gigajoules)*  0.00  0.01  0.00 Renewable Energy Percent of Total (%)  0.03% 0.07%  0.06% Renewable Energy Goal  N/A  N/A  50% by 2030 Water Water Withdrawn (m3) 3,451,670 3,785,002      3,785,000 Water Consumption in Production Facilities (m3) 1,474,380 1,686,920      1,686,920 Water Intensity (m3/metric ton production) 0.89 0.99      0.99 Water Consumed in Production Facilities and Sourced from Regions with  High or Extremely High Baseline Water Stress 21.48%  19.50%  20.98% CDP Water Disclosure CDP Water Response CDP Water Score C C C Waste Wastewater Discharge (m3) 1,977,290 2,098,090 Not yet available Waste Reduction Goal N/A N/A 25% by 2030 Waste Reduction Strategy 2021 Sustainability Report Social Workforce Women in Workforce 24.6% 24.5% 24.5% Women in Management 26.3% 26.5% 26.4% Women in Management Goal N/A N/A Increase women in  management roles  to 30% by 2025 Minorities in Workforce (U.S. Only) 33.3% 34.2% 35.2% Minorities in Management (U.S. Only) 25.9% 26.6% 27.7% Minorities in Management (U.S. Only) Goal N/A N/A Increase  minorities in U.S.  management roles  to 30% by 2025 Workforce Age Group 70+ 0.8% 0.9% 0.9% Workforce Age Group 60-69 6.0% 6.4% 6.6% Workforce Age Group 50-59 15.2% 15.5% 15.7% Workforce Age Group 40-49 19.4% 19.6% 20.1% Workforce Age Group 30-39 25.8% 26.4% 26.6% Workforce Age Group 20-29 30.8% 30.0% 28.8% Workforce Age Group Under 20 2.0% 1.23% 1.3% Voluntary-Regrettable Turnover (for Full-Time only) 9.5% 8.0% 12.3%  The Sherwin-Williams Company 401(k) Plan   Common Stock Ownership 9.2% 8.2% 7.9% *Renewable Energy includes onsite generation and procured renewable energy credits.', 98)",Renewable Energy Percent of Total (%) 0.06%,SherwinWilliams,"Appendix SHERWIN-WILLIAMS 2021 SUSTAINABILITY REPORT        Building on the Good          69 The Sherwin-Williams Company – 2021 Investor ESG Summary, continued TOPIC  METRIC  2019 2020 2021 Energy Total Direct Energy Consumption (Scope 1) (Million Gigajoules)  5.27  5.14  5.06 Total Indirect Energy Consumption (Scope 2) (Million Gigajoules)  2.60  2.64  2.67 Total Energy Consumption (Million Gigajoules)  7.87  7.78  7.73 Total Direct Energy Intensity (Scope 1) (Gigajoules/metric tons produced)  1.37  1.34  1.34 Total Indirect Energy Intensity (Scope 2) (Gigajoules/metric tons produced)  0.68  0,69  0.71 Total Energy Intensity (Gigajoules/metric tons produced)  2.05  2.03  2.04 Renewable Energy Renewable Energy (Million Gigajoules)*  0.00  0.01  0.00 Renewable Energy Percent of Total (%)  0.03% 0.07%  0.06% Renewable Energy Goal  N/A  N/A  50% by 2030 Water Water Withdrawn (m3) 3,451,670 3,785,002      3,785,000 Water Consumption in Production Facilities (m3) 1,474,380 1,686,920      1,686,920 Water Intensity (m3/metric ton production) 0.89 0.99      0.99 Water Consumed in Production Facilities and Sourced from Regions with  High or Extremely High Baseline Water Stress 21.48%  19.50%  20.98% CDP Water Disclosure CDP Water Response CDP Water Score C C C Waste Wastewater Discharge (m3) 1,977,290 2,098,090 Not yet available Waste Reduction Goal N/A N/A 25% by 2030 Waste Reduction Strategy 2021 Sustainability Report Social Workforce Women in Workforce 24.6% 24.5% 24.5% Women in Management 26.3% 26.5% 26.4% Women in Management Goal N/A N/A Increase women in  management roles  to 30% by 2025 Minorities in Workforce (U.S. Only) 33.3% 34.2% 35.2% Minorities in Management (U.S. Only) 25.9% 26.6% 27.7% Minorities in Management (U.S. Only) Goal N/A N/A Increase  minorities in U.S.  management roles  to 30% by 2025 Workforce Age Group 70+ 0.8% 0.9% 0.9% Workforce Age Group 60-69 6.0% 6.4% 6.6% Workforce Age Group 50-59 15.2% 15.5% 15.7% Workforce Age Group 40-49 19.4% 19.6% 20.1% Workforce Age Group 30-39 25.8% 26.4% 26.6% Workforce Age Group 20-29 30.8% 30.0% 28.8% Workforce Age Group Under 20 2.0% 1.23% 1.3% Voluntary-Regrettable Turnover (for Full-Time only) 9.5% 8.0% 12.3%  The Sherwin-Williams Company 401(k) Plan   Common Stock Ownership 9.2% 8.2% 7.9% *Renewable Energy includes onsite generation and procured renewable energy credits."
